doctor_id,first_name,last_name,age,email,specialization,graduation_year,university_grade,educational_degree,hire_year,years_of_experience,rating_avg,salary,gender
31600,Jessica,Long,58,jenniferhorne@example.net,Surgery,1989,E,PhD,2024,17,2.53,89935.31,female
31605,Michelle,Salazar,35,ericnewton@example.net,Neurology,1981,C,Master,2024,14,3.4,16069.43,female
31608,Joseph,Velasquez,81,gallagherstacie@example.net,Cardiology,1985,A,Bachelor,2022,17,3.23,58346.3,female
31636,Tasha,Townsend,97,cainroger@example.net,Pediatrics,1983,B,Master,2022,9,1.68,35750.31,female
31640,Melissa,Frederick,71,reginald08@example.net,Laboratory,2007,C,Master,2022,21,3.45,76532.09,male
31645,Christopher,Copeland,80,johnsonamanda@example.com,Oncology,2004,D,Bachelor,2024,11,4.37,53311.65,female
31646,Angela,Mason,86,mariahill@example.net,Neurology,2016,B,Bachelor,2023,24,4.99,25539.41,female
31648,Brett,Johnson,94,erica49@example.org,Cardiology,2014,E,Bachelor,2022,3,2.49,35370.25,male
31671,Wendy,Mason,31,jenniferhuber@example.net,Laboratory,1996,E,Bachelor,2025,28,4.19,4348.67,female
31718,Lauren,Brown,69,simsamy@example.com,Oncology,1991,D,Bachelor,2024,39,2.22,42231.03,female
31723,Rebecca,Stevens,32,jessicamoore@example.com,ICU,2020,C,Bachelor,2024,6,4.92,78109.38,female
31749,Eric,Jones,57,smontgomery@example.net,Surgery,1987,B,Master,2025,30,1.54,50114.08,female
31765,James,Howe,57,randy36@example.net,Pharmacy,2015,E,PhD,2025,9,1.25,84510.26,male
31774,Ashley,Cobb,28,steven14@example.org,Radiology,1999,A,Bachelor,2023,22,4.7,20181.44,male
31785,Joshua,Berry,24,gregory73@example.com,ICU,2011,A,Master,2021,36,2.68,26465.42,male
31787,Nathan,Tran,90,jeffreyweaver@example.net,Surgery,1987,C,PhD,2024,3,4.75,27306.18,female
31795,Gina,Lewis,97,jamesperez@example.com,Laboratory,1990,E,Bachelor,2023,26,2.64,30892.61,female
31797,Heather,Padilla,73,jherman@example.com,Laboratory,2025,E,Master,2024,26,1.33,54583.35,female
31801,James,Hudson,100,awilliams@example.org,Neurology,1989,A,Master,2022,30,4.64,97097.78,male
31807,Thomas,Martin,48,kara58@example.com,ICU,1986,D,PhD,2024,30,4.91,81045.49,male
31808,Jacqueline,Anderson,66,cynthiaconway@example.org,Pharmacy,2008,C,Bachelor,2023,22,1.84,95981.28,female
31810,Yvette,Moore,72,lawrencepineda@example.com,Laboratory,1983,B,Bachelor,2024,34,1.69,34620.92,female
31816,Kathryn,Davis,29,lucasmcconnell@example.com,Neurology,1986,E,Bachelor,2021,31,1.17,81331.06,male
31841,Mario,Proctor,41,rodriguezscott@example.net,Radiology,1993,A,Bachelor,2025,31,1.18,9592.88,female
31843,Carrie,Mejia,50,charleslane@example.com,Radiology,2022,E,Master,2024,22,1.43,69853.55,male
31864,Sharon,Schultz,79,mariorodriguez@example.com,ICU,1993,A,PhD,2023,32,3.27,59795.33,male
31871,Megan,Flores,32,timothy77@example.com,Neurology,2019,D,Master,2025,16,1.46,33963.29,male
31872,Stephanie,Francis,97,xwebb@example.net,Pharmacy,2020,E,Bachelor,2021,4,2.74,54781.81,male
31886,Katherine,Ali,97,lmaldonado@example.org,ICU,1983,C,PhD,2025,2,2.15,10086,male
31896,Jennifer,Williams,74,vaughnmark@example.net,Oncology,2001,D,PhD,2025,34,3.62,83597.81,male
31898,Connor,Baker,75,johnferguson@example.org,Surgery,2020,D,Master,2022,14,3.06,66181.93,male
31914,Logan,Dickson,69,davisdarryl@example.net,Pharmacy,2010,B,PhD,2024,24,4.72,49307.61,male
31931,Patrick,Peterson,65,hwilson@example.org,Neurology,2022,B,Bachelor,2025,37,3.31,70020.07,female
31938,Lisa,Williams,79,bbrown@example.org,Surgery,2020,C,Master,2023,9,3.34,38322.41,male
31939,Brian,Palmer,49,nluna@example.com,Orthopedics,2022,A,Master,2023,29,3.41,73824.48,female
31958,Susan,Fleming,41,patrick16@example.com,Surgery,1984,E,PhD,2021,12,2.27,88204.54,male
31960,Eric,Ortiz,93,uwest@example.com,Laboratory,2018,A,Bachelor,2024,34,4.56,8896.52,female
31963,Lisa,Lopez,44,morrisonconnor@example.com,Cardiology,2006,C,PhD,2024,8,4.81,32743.71,male
31965,Barbara,Fisher,74,alara@example.org,Neurology,1991,D,PhD,2022,30,3.33,61291.31,female
31970,Zachary,Arnold,34,anita73@example.com,Laboratory,2020,E,Master,2022,7,1.1,18741.55,female
31979,Dylan,Watts,99,osbornejeffery@example.net,ICU,1982,C,PhD,2024,24,1.28,65459.24,male
31980,Charles,King,96,garzajulia@example.com,Dermatology,2006,E,Master,2024,34,1.09,94566.91,male
31998,Travis,Mcmahon,40,sharrison@example.net,Neurology,2006,E,Bachelor,2022,2,2.66,97862.12,female
32023,Stephanie,Miller,72,millschristopher@example.org,Pharmacy,2019,A,PhD,2023,9,2.48,35623.16,male
32026,Kaitlin,Diaz,41,annsantiago@example.com,Neurology,2005,D,Bachelor,2022,9,4.41,31468.34,male
32046,Katherine,Jackson,41,michael12@example.net,Cardiology,2006,E,Bachelor,2025,30,3.61,95965.54,female
32052,Jaime,Duncan,73,william97@example.net,Laboratory,1984,C,Bachelor,2025,36,1.71,18460.23,male
32054,William,Espinoza,51,melissa84@example.org,Laboratory,1996,E,Bachelor,2022,28,3.85,46145.73,female
32071,Barbara,Barrett,58,mullinsjeffrey@example.org,Neurology,2000,D,Master,2025,33,4.85,61016.31,female
32073,Isaac,Perry,84,michaelmartinez@example.net,Neurology,1988,C,Bachelor,2021,20,2.03,34608.58,female
32075,Nicole,Ramirez,54,brandonhernandez@example.net,Orthopedics,2003,D,PhD,2023,20,1.08,96746.91,female
32077,Joy,Morales,70,amberwebster@example.org,Cardiology,2005,C,PhD,2022,28,3.62,70962.41,male
32094,Latoya,Hartman,38,john16@example.com,Emergency,1990,A,PhD,2021,5,1.73,32239.6,male
32097,Mark,Hodge,64,thomas38@example.com,Surgery,2019,A,Master,2021,4,2.34,7118.09,female
32102,Roger,Obrien,29,justin73@example.com,Neurology,2021,A,Bachelor,2025,29,3.32,6111.65,male
32114,Courtney,Gutierrez,93,tara61@example.net,Dermatology,1982,A,Master,2022,26,4.87,16920.39,female
32118,Chris,Carroll,68,lhernandez@example.com,Oncology,1999,D,PhD,2024,27,1.02,94118.76,female
32136,Brianna,Vargas,29,bbeck@example.com,Orthopedics,2000,B,Master,2021,14,3.65,11390.21,female
32161,Sarah,Cline,50,nicholascarter@example.org,Neurology,2025,A,Bachelor,2025,23,2.29,24548.85,female
32163,Jennifer,Baldwin,100,gibsonkaitlyn@example.org,Emergency,2017,D,Bachelor,2025,18,2.33,88442.65,male
32185,Terri,Martinez,99,jennifer95@example.org,Pharmacy,1995,B,PhD,2021,38,3.56,88433.14,male
32189,Charles,Miller,69,johnsonerin@example.com,Laboratory,1986,E,Master,2025,38,1.05,99549.59,male
32190,Stacey,Smith,40,sarahsimon@example.org,Cardiology,2004,B,PhD,2025,32,2.77,53392.91,male
32192,Nathan,Gonzalez,77,dennisevans@example.com,Pediatrics,1992,B,PhD,2025,33,1.03,2439.93,male
32195,Jack,Young,93,kyle01@example.net,Oncology,2021,E,Bachelor,2023,31,3.2,57450.32,male
32200,Gina,Wilcox,36,jenningsdouglas@example.org,ICU,1998,C,Master,2024,14,1.78,66545.57,male
32207,April,Foster,92,grantzachary@example.net,Pediatrics,2006,D,Master,2025,33,2.81,76817.34,female
32208,Victor,Pena,77,jonathan77@example.com,Emergency,1984,C,PhD,2025,5,2.98,52056.62,female
32225,Peter,Walters,49,ian96@example.com,Emergency,2005,B,Master,2025,15,2.01,68073.05,male
32265,Andrea,Bryan,98,zvelasquez@example.net,Pediatrics,2000,C,PhD,2024,24,2.83,47606.28,male
32276,Patrick,Allen,60,gilllaura@example.org,Dermatology,2003,D,PhD,2021,9,3.12,7424.5,female
32278,Eric,Lynn,57,bonnie45@example.org,Orthopedics,1993,D,Master,2025,17,1.29,90736.46,female
32289,Sylvia,Suarez,25,michaelbaldwin@example.com,Emergency,2014,E,Master,2021,34,4.35,54820.22,female
32293,Jessica,Hodges,51,gsimon@example.org,Emergency,1987,B,PhD,2024,40,3.64,10130.38,female
32302,Jennifer,Miller,26,normanbowers@example.org,Laboratory,2007,B,Master,2022,12,2.1,45709.12,female
32303,Amy,Sandoval,48,rayrobin@example.org,Oncology,1981,D,PhD,2021,40,1.17,30565.75,male
32322,Carl,Wright,44,xchandler@example.com,Radiology,2018,C,Bachelor,2022,40,2.44,52973.86,female
32324,Douglas,Silva,100,zamoraaaron@example.net,Surgery,2025,B,Master,2024,40,3.54,14679.79,male
32347,John,Johnson,32,crystal02@example.com,Laboratory,2010,E,Bachelor,2024,27,1.92,83126.47,female
32362,Angela,Mckinney,42,yarcher@example.com,Dermatology,1999,D,Bachelor,2021,33,1.34,91431.55,female
32363,Michael,Allen,56,bethwatkins@example.net,Orthopedics,2007,C,PhD,2022,39,1.82,85347.78,female
32364,Jennifer,Barnes,78,jonathan73@example.net,Oncology,2010,D,Bachelor,2021,3,3.76,89485.93,female
32417,Michele,Mahoney,54,michael16@example.com,Neurology,1990,B,PhD,2022,13,3.19,55702.54,female
32420,Jennifer,Jones,69,wandabennett@example.net,Cardiology,1994,E,Master,2023,24,3.04,68200.87,male
32432,Brandy,Robles,91,arroyorenee@example.com,Oncology,1982,C,Bachelor,2021,16,1.32,23581.49,female
32453,Lisa,Rodriguez,33,elizabeth87@example.org,Cardiology,2024,D,Master,2021,22,3.18,83133.47,female
32457,James,Chapman,87,hbrown@example.com,Emergency,2004,A,Bachelor,2022,22,4.07,49675.44,female
32493,Jeffrey,Morgan,32,briannasmith@example.net,Emergency,1986,A,PhD,2025,1,4.88,92783.96,female
32495,Donald,Williams,91,alin@example.org,Cardiology,1981,E,PhD,2023,35,4.91,3679.97,female
32501,Daniel,Cohen,99,alexandersmith@example.net,Pediatrics,2000,C,PhD,2021,25,2.08,75069.42,male
32515,Brian,Hood,63,lindseymcintyre@example.net,ICU,2015,A,Master,2023,32,4.91,24720.89,male
32524,Brittany,Cabrera,23,xthompson@example.net,Laboratory,2023,E,Bachelor,2021,22,1.76,66140.28,female
32543,Michael,Campos,55,yolandamarks@example.net,Pharmacy,1990,C,Bachelor,2021,13,2.93,62629.93,male
32544,Jeffrey,Smith,76,jessicanelson@example.org,Emergency,1992,A,Bachelor,2024,32,2.69,41755.06,female
32585,Ryan,Morrison,66,davisronald@example.com,Neurology,1991,A,Master,2025,33,1.9,20720.92,female
32587,Bradley,Scott,67,moraleskimberly@example.net,Pediatrics,2006,A,PhD,2022,3,1.59,34685.54,male
32591,Jennifer,Walls,96,cjohnson@example.net,Surgery,1989,E,Master,2022,3,3.37,54934.33,female
32598,Shelby,Johnson,77,fischeralisha@example.net,Pediatrics,1981,B,PhD,2021,5,4.09,28366.32,male
32601,Alicia,Barton,97,johnsonbetty@example.com,Surgery,1980,B,Bachelor,2024,40,1.2,18957.19,female
32602,Steven,Hernandez,97,terrywilliam@example.com,Orthopedics,2021,A,PhD,2024,29,4.56,8312.31,male
32606,Jennifer,Roach,66,eburke@example.org,Surgery,2021,A,Master,2022,31,4.46,25974.93,male
32629,Susan,Robinson,45,jacobsonbarbara@example.org,Oncology,1992,A,Master,2024,10,4.79,51548.27,female
32631,Paul,Proctor,24,joanjohnson@example.com,Pharmacy,1995,B,Master,2024,38,1.89,92893.01,female
32653,Rachel,Brown,29,darlene30@example.org,Pediatrics,1989,C,PhD,2023,6,4.63,93191.79,male
32658,Adam,Tran,64,stephen89@example.com,Surgery,2023,B,PhD,2025,9,2.32,99456.89,female
32669,Brian,Aguilar,23,kimmark@example.com,Orthopedics,2013,A,Master,2025,15,2.59,34473.16,female
32674,Scott,Robinson,26,sarahduncan@example.net,ICU,1985,D,Master,2025,33,3.85,57281.4,male
32689,Corey,Smith,32,david21@example.net,ICU,2013,B,PhD,2021,3,3.46,63135.99,female
32691,Megan,Thornton,49,jordan04@example.org,Dermatology,1984,A,PhD,2025,32,3.1,20507.83,female
32699,Marvin,Henry,71,timothyproctor@example.org,Surgery,2008,A,Master,2024,7,4.28,48924.61,female
32702,Darlene,Wilson,23,natalie13@example.org,Pediatrics,2023,D,Bachelor,2025,2,2.79,81452.78,male
32707,Brian,Davidson,80,hbailey@example.org,Orthopedics,2009,B,Bachelor,2023,22,1.85,17446.67,female
32728,Mary,Kelly,91,wilsonchristian@example.net,Dermatology,2023,D,Master,2023,10,3.12,44603.96,male
32738,Jeffrey,Gibson,63,andrewvincent@example.org,Laboratory,2003,A,Bachelor,2023,9,4.5,38320.44,male
32744,Geoffrey,Cohen,88,piercemichelle@example.org,Orthopedics,2007,C,PhD,2022,36,1.22,9303.79,male
32749,Jesse,Shepherd,83,duncanashley@example.org,Laboratory,2022,C,Master,2022,32,4.63,65189.01,male
32756,Kim,Franco,59,paulday@example.org,Dermatology,2002,A,Master,2024,16,3.06,70820.23,female
32757,Lisa,Jones,48,samuelcampbell@example.com,Pharmacy,2023,B,PhD,2023,24,2.86,65487.35,female
32758,Sean,Conley,85,johnsoncharles@example.net,Radiology,2002,C,PhD,2022,12,1.85,86284.29,female
32785,Jeremy,Foster,54,michael28@example.com,Dermatology,1988,C,Bachelor,2024,21,4.59,82339.53,male
32786,Chad,Fernandez,87,clarkisaac@example.com,Dermatology,2005,A,PhD,2021,34,4.47,45517.73,female
32791,Paul,Cuevas,89,meghancontreras@example.com,Laboratory,2024,E,Master,2024,20,2.09,57514.88,male
32802,Joseph,Flowers,64,amywatts@example.com,Pediatrics,2025,C,Master,2023,21,1.99,17837.86,male
32812,Carlos,Valdez,56,markfleming@example.org,Emergency,2003,B,Master,2021,10,4.29,99185.82,female
32813,Robert,Ramirez,54,howejennifer@example.com,ICU,1997,A,Master,2023,8,3.01,68016.42,female
32819,Christian,Frederick,32,jhernandez@example.com,Surgery,2007,C,Bachelor,2025,6,3.3,38845.58,female
32823,Harold,Campbell,74,michael61@example.net,Emergency,2014,E,PhD,2025,32,1.71,28223.96,female
32828,Brianna,Robinson,99,shawngonzalez@example.com,Orthopedics,2020,A,Master,2021,37,3.7,23139.6,female
32871,Jason,Evans,35,knightevelyn@example.org,Orthopedics,1985,E,PhD,2025,39,4.43,14751.84,female
32890,Timothy,Cummings,57,stephaniebright@example.net,Pediatrics,2018,D,Bachelor,2024,31,2.35,35878.03,male
32891,Veronica,Wilson,39,ericksonrichard@example.com,Emergency,2022,D,Bachelor,2023,18,1.01,78061.01,female
32898,Richard,Evans,73,julianichols@example.net,Dermatology,2025,A,Master,2022,20,3.99,66778.15,female
32900,Deanna,Rubio,69,tsullivan@example.org,Oncology,2009,A,Bachelor,2023,25,1.65,41293.39,male
32908,John,Tate,32,angela12@example.com,Orthopedics,2014,B,Bachelor,2021,37,2.85,51659.74,female
32914,Rebecca,Mathis,91,waltersmaria@example.org,Surgery,2007,A,PhD,2023,40,2.26,85105.5,male
32943,James,Melton,80,ogreer@example.net,Cardiology,2001,B,PhD,2025,14,1.82,53280.06,female
32950,Timothy,Simpson,100,blakeevans@example.com,Laboratory,1987,A,Master,2023,11,2.56,32527.41,female
32957,Susan,Gordon,84,cynthiamiller@example.net,Oncology,2012,B,Bachelor,2022,12,2.52,22381.54,male
32965,Alec,Estrada,68,andrea66@example.net,Orthopedics,1982,E,PhD,2023,36,3.73,24939.08,female
32968,Isaac,Sanchez,52,nsharp@example.org,Dermatology,2006,E,PhD,2023,39,2.15,15794.93,male
32985,Anthony,Jenkins,55,melanie70@example.org,Oncology,2023,C,PhD,2021,33,4.48,33094.61,male
32991,Timothy,Long,91,david85@example.net,Pharmacy,2012,D,Bachelor,2024,6,3.8,53591.54,male
32997,Douglas,Walker,84,astout@example.net,Laboratory,1981,C,PhD,2024,35,1.39,16548.21,male
32999,Matthew,Hall,77,williamruiz@example.org,Radiology,2024,A,PhD,2025,7,1.68,77495.27,female
33004,Tyler,Davis,99,mejialawrence@example.net,Laboratory,2004,A,Master,2024,18,3.53,45621.59,male
33018,Angela,Andrews,85,rhondarussell@example.com,Oncology,1995,D,Master,2021,39,3.94,39276.67,female
33029,Jeffery,Turner,49,asilva@example.net,Pediatrics,1995,E,Master,2022,7,1.48,9691.78,male
33036,David,Campbell,61,alexis19@example.org,Surgery,1980,C,PhD,2025,10,3.8,45726.53,female
33038,David,Larson,51,longjoshua@example.com,Pharmacy,1982,D,Bachelor,2024,12,3.18,12550.05,female
33063,Michael,Craig,24,martindaniel@example.net,Neurology,1980,E,Master,2022,30,1.16,50963.47,female
33064,Stacy,Cox,37,daniel08@example.org,ICU,1996,C,PhD,2025,35,4.42,25887.74,male
33073,Jay,Johnson,65,robinsonhenry@example.com,Cardiology,2008,D,Master,2021,26,2.44,62747.71,female
33080,Christina,Powell,88,dchavez@example.net,Cardiology,2016,A,Master,2024,12,3,33954.91,female
33102,Patrick,Smith,72,jpayne@example.org,Dermatology,1989,B,Bachelor,2024,22,3.56,22000.16,male
33118,Sarah,Barry,45,irwinkimberly@example.com,Dermatology,1982,A,Bachelor,2025,23,2.04,66167.95,female
33120,Tina,Patrick,96,dewing@example.com,Pharmacy,1995,B,Bachelor,2022,36,3.48,51035.19,male
33126,Thomas,Hernandez,60,turnerdorothy@example.net,Cardiology,2015,C,Bachelor,2024,36,2.75,26489.82,male
33138,Andrew,Miller,75,taylorjose@example.com,Pharmacy,2008,E,Master,2021,26,4.61,79962.02,female
33154,Amber,Wilson,100,jrobinson@example.net,Dermatology,1991,C,Bachelor,2025,18,2.63,39649.9,male
33169,Penny,Gallagher,43,scott46@example.com,Surgery,2011,D,PhD,2022,4,3.05,54673.01,female
33171,Matthew,Boyd,67,fyoder@example.org,Dermatology,2001,B,Bachelor,2024,31,2.93,25711.51,female
33177,Kerri,Kane,64,jamesmullins@example.com,Neurology,2009,E,PhD,2025,12,3.21,34449.63,male
33204,Shawn,Yang,83,gary74@example.com,Cardiology,1995,C,Bachelor,2024,18,1.79,84601.84,male
33208,Michelle,Saunders,99,cunninghamraymond@example.org,Radiology,2000,E,Master,2023,27,2.38,47258.08,female
33209,Amber,Hall,33,jason76@example.net,Dermatology,2001,B,Bachelor,2023,20,3.12,27203.51,female
33240,Michael,Miller,75,smorgan@example.org,Neurology,2002,D,PhD,2024,18,4.18,74426.25,male
33244,Victor,Miller,60,seanshepherd@example.net,Pharmacy,2002,A,PhD,2022,7,2.61,21662.71,female
33260,Wendy,Reed,78,jenniferortega@example.net,Neurology,2020,C,Master,2025,3,3.4,47507.4,female
33267,Amanda,Clayton,84,justin75@example.org,Cardiology,1988,B,PhD,2022,36,1.02,70988.92,female
33301,Angela,Flores,95,tracyhorton@example.org,Radiology,1992,B,PhD,2025,2,1.75,34732,female
33303,Michael,Chavez,79,csmith@example.com,Orthopedics,2007,D,Bachelor,2025,39,1.34,22362.81,female
33310,Anthony,Kline,45,michaelterry@example.org,Emergency,2007,C,PhD,2022,26,1.94,4562.79,male
33321,Mary,Preston,34,fmorrow@example.com,Surgery,1999,E,PhD,2021,8,2.13,77958.57,male
33330,Jennifer,Ford,32,flambert@example.net,Radiology,1992,B,Bachelor,2023,18,3.1,2459.58,male
33333,David,Harris,89,tammy78@example.net,Surgery,1986,A,PhD,2022,11,4.21,42447.36,female
33349,Rachel,Bell,79,josephbrianna@example.com,Oncology,1992,A,Bachelor,2022,38,4.31,56643.8,female
33356,Timothy,Allen,30,livingstondavid@example.org,Cardiology,2010,E,Master,2024,25,4.09,6421.8,male
33368,Patrick,Banks,59,kiddmelissa@example.org,Neurology,2024,B,Master,2021,15,3.57,30478.87,male
33380,Clifford,Lopez,95,staffordelizabeth@example.net,Orthopedics,1985,A,PhD,2023,18,4.25,26996.64,female
33386,Robin,Hardy,77,staceywashington@example.net,Neurology,2016,E,Master,2024,29,2.42,74112.63,male
33387,Spencer,Hodges,67,jonathan12@example.net,Oncology,2024,B,PhD,2024,16,3.37,57425.29,female
33398,Hannah,Nelson,64,julie01@example.net,ICU,1994,E,Master,2023,11,1.39,82760.77,female
33407,Ryan,White,36,mitchell22@example.com,Pediatrics,1994,A,PhD,2025,26,3.04,25668.04,female
33411,Angie,Jennings,71,richard18@example.org,Emergency,2014,D,Master,2025,13,3.67,87512.93,female
33412,Katie,Larson,57,anthony00@example.net,Cardiology,2006,D,PhD,2025,38,3.91,16650.35,female
33415,Sharon,Thompson,76,kyletrujillo@example.org,Laboratory,1995,D,Bachelor,2024,3,3.53,77184.4,female
33436,David,Myers,35,daniel84@example.org,ICU,2015,A,PhD,2023,7,1.91,76794.4,female
33437,Julie,Aguirre,53,walterjacqueline@example.net,ICU,1985,B,PhD,2024,29,1.66,49784.11,female
33446,Lisa,Morgan,93,sthompson@example.com,Emergency,2025,B,Bachelor,2021,13,1.32,68153.35,male
33466,Elizabeth,Nolan,51,rsantana@example.net,ICU,1983,A,Bachelor,2023,14,4.07,76887.77,female
33478,Nicholas,Kramer,70,vaughankatrina@example.net,Dermatology,2025,E,Bachelor,2023,5,2.83,6723.14,male
33493,Gina,Carter,64,bhill@example.com,Oncology,2017,E,PhD,2021,23,3.63,34811.22,male
33498,Tamara,Klein,88,kevindixon@example.com,ICU,2002,B,Master,2023,3,4.45,75100.45,female
33504,Anthony,Woodard,100,eferguson@example.net,Cardiology,1985,A,Master,2024,21,3.02,62924.88,female
33506,Gina,Hall,25,ddean@example.org,Laboratory,1997,E,Bachelor,2023,7,4.46,68224.62,male
33510,Jeffrey,Dillon,86,aguilarbryce@example.net,Pharmacy,1988,E,PhD,2025,21,4.63,87463.12,female
33534,Michelle,Malone,74,hbriggs@example.net,Neurology,2011,D,Master,2022,19,3.42,21716.63,male
33557,Amanda,Clark,89,leedarlene@example.com,Dermatology,2002,A,PhD,2024,30,2.39,70928.86,female
33558,Jose,Simpson,99,katrinareid@example.com,Orthopedics,1982,E,Bachelor,2023,12,3.5,2383.36,male
33561,Jared,Wood,62,josejohnson@example.org,ICU,1992,C,Master,2023,15,1.21,30856.05,female
33563,Laura,White,82,jeremylove@example.org,Emergency,1983,E,Bachelor,2022,38,1.37,68520.73,male
33565,Nicole,Oconnell,55,samantha81@example.org,Radiology,1980,C,Bachelor,2024,1,2.6,43361.43,female
33590,Matthew,Murphy,46,philip47@example.org,Oncology,1998,B,PhD,2023,29,2.02,76866.21,male
33604,Richard,Sanchez,85,gonzaleskevin@example.com,Surgery,1982,E,Bachelor,2022,1,4.37,28881.26,male
33607,Paula,Sweeney,57,erinhughes@example.org,Neurology,2023,C,Bachelor,2024,16,1.43,71652.96,male
33634,Roger,Cox,40,wrightbrian@example.net,Pharmacy,2024,E,Bachelor,2024,22,2.23,97179.7,female
33641,David,Walters,80,lunaclarence@example.net,Oncology,1983,B,Bachelor,2021,23,4.75,94222.58,male
33654,Rhonda,Ramirez,75,michael51@example.org,ICU,2023,B,Bachelor,2023,5,2.83,26036.61,male
33693,Katelyn,Ferguson,58,david49@example.com,ICU,2007,A,Bachelor,2021,21,1.59,88772.06,male
33708,Matthew,Adams,50,ukelly@example.org,Laboratory,2018,A,PhD,2022,2,1.81,91184.02,female
33717,Patrick,Bishop,57,john55@example.com,Emergency,1993,B,Master,2021,39,3.29,10109.52,female
33725,Dana,Johnson,60,brandyhernandez@example.org,Emergency,2016,C,Master,2023,11,1.08,88185.72,male
33743,Allen,Kirk,32,amber09@example.org,Radiology,2008,A,Master,2023,26,1.04,60560.96,male
33759,Mary,Edwards,57,phamnatasha@example.com,Orthopedics,2021,D,PhD,2023,11,4.22,2416.34,female
33767,Elizabeth,Lynn,74,wadesandra@example.net,Cardiology,1997,D,PhD,2022,22,3.55,6471.6,female
33796,Rebecca,Smith,76,tammyjones@example.net,Dermatology,1994,D,Master,2021,25,3.01,72427.75,male
33803,Courtney,Rosales,56,davidhernandez@example.org,Laboratory,2021,A,PhD,2023,11,2.2,58062.32,female
33817,Garrett,Dean,41,mberry@example.org,Cardiology,2019,B,Master,2021,17,1.02,78264.79,female
33823,Roberta,Myers,82,kristina57@example.com,Laboratory,2023,B,Master,2025,34,1.34,47885.48,male
33843,Kimberly,Costa,26,pfoster@example.org,Pediatrics,1985,B,Bachelor,2021,28,2.54,44671.83,female
33847,Gina,Jackson,38,derekreeves@example.net,Surgery,1982,C,PhD,2024,14,4.06,49273.48,female
33848,Connor,Reyes,56,vperkins@example.org,Cardiology,1997,B,Bachelor,2025,28,4.21,72659.88,female
33868,Kristine,Ramirez,40,dawnwilliams@example.net,Pharmacy,2010,C,Bachelor,2022,14,4.22,21174.2,female
33879,Joshua,Hayes,64,baileynelson@example.com,Emergency,1983,D,PhD,2021,40,1.24,14940.45,female
33902,Stacie,Pace,72,whawkins@example.org,Pediatrics,1990,B,PhD,2024,2,1.4,68282.63,male
33907,John,Schroeder,82,hbenitez@example.net,Laboratory,1985,B,Bachelor,2022,11,4.97,51158.75,male
33925,Kevin,Robinson,74,andrea23@example.org,Surgery,1993,D,PhD,2023,21,4.08,63767.01,female
33930,Darius,Grant,50,qellis@example.com,Neurology,2003,A,Master,2023,32,2.22,62643.03,female
33935,Drew,Freeman,73,cmoss@example.net,Neurology,2023,D,Master,2024,12,4.63,39991.3,male
33970,Ryan,Park,53,katherineflores@example.com,Oncology,1985,B,Master,2023,31,1.02,61336.54,female
33975,Diane,Jimenez,26,fergusonshirley@example.net,Dermatology,2022,D,Bachelor,2023,37,3.26,73710.72,female
33977,Travis,Miller,47,blairtracy@example.net,Surgery,1997,D,Bachelor,2024,32,3.62,95616.32,male
34002,Michael,Romero,39,kwoods@example.com,Pharmacy,2013,D,Bachelor,2021,20,4.84,26681.29,female
34017,Lori,Nichols,90,turnerroger@example.net,ICU,1998,A,Bachelor,2021,6,1.54,35707.69,male
34040,Adam,Kramer,27,thomaslane@example.net,Emergency,2007,E,Bachelor,2025,21,2.26,11590.95,female
34041,Julie,Wood,59,tyler16@example.com,Pediatrics,2008,B,Master,2024,28,2.81,39629.55,male
34051,Lawrence,Townsend,61,smithbenjamin@example.org,Orthopedics,2014,B,Master,2022,31,1.09,47204.83,male
34054,Felicia,Fletcher,27,washingtonrobert@example.net,ICU,1984,E,PhD,2023,16,2.77,21191.28,female
34083,Jennifer,Mason,42,cameronjustin@example.org,ICU,2022,A,Master,2025,5,2.43,66175.6,female
34088,Mark,Gonzalez,90,johnsonwesley@example.org,Pediatrics,1984,C,Bachelor,2022,5,3.28,84661.02,female
34098,Michael,Turner,60,rodriguezkimberly@example.com,Surgery,1998,B,PhD,2021,33,3.15,79166.34,female
34100,Lori,Thompson,59,jbond@example.net,Dermatology,2004,D,PhD,2023,36,1.22,74879.66,male
34109,Todd,Lee,77,alyssa14@example.com,Emergency,1987,A,Master,2023,22,4.63,36744.28,male
34116,Jane,Lewis,80,heather73@example.org,Pediatrics,1982,D,Master,2022,35,1.87,86645.56,male
34135,Brett,Reed,42,kayla65@example.org,Laboratory,1997,B,Bachelor,2022,15,3.71,55409.47,male
34154,Katie,Goodman,48,bgibbs@example.net,Neurology,2004,E,Bachelor,2022,1,4.76,19630.55,female
34164,Nicole,Acevedo,46,rwatson@example.com,Dermatology,2016,E,Bachelor,2021,3,2.28,45714.6,female
34170,Rita,Adams,25,matthewcardenas@example.com,ICU,2002,C,Master,2021,32,2.75,45642.1,female
34171,Laura,Tapia,87,zgarcia@example.com,Pharmacy,2006,B,Bachelor,2022,35,4.74,81562.93,female
34181,Patrick,Griffin,45,stephanie49@example.net,ICU,2017,A,PhD,2022,21,1.47,31927.24,female
34186,Andrew,Harris,85,tony96@example.com,Pediatrics,1999,E,Bachelor,2023,24,1.85,13516.31,male
34194,James,Barron,40,tayloramy@example.net,Neurology,2013,B,PhD,2022,6,4.02,97287.3,male
